FullName,PhotoUrl,ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
Niklas Dorsch,https://cdn.sofifa.com/players/231/227/22_60.png,65,71,68,71,76,73,CDM
Dênis Rubens Stein Rebelo,https://cdn.sofifa.com/players/230/502/22_60.png,76,61,76,30,73,64,ST
Estevão Daniel Formoso Serpa,https://cdn.sofifa.com/players/230/524/22_60.png,77,60,77,24,73,60,ST
Rafael Jorgino Cachoira Rebelo,https://cdn.sofifa.com/players/230/528/22_60.png,40,58,53,77,58,77,CB
Matheus Reis de Lima,https://cdn.sofifa.com/players/230/625/22_60.png,52,65,70,71,73,78,LWB
Gautier Larsonneur,https://cdn.sofifa.com/players/230/727/22_60.png,73,72,75,52,77,75,GK
Brian Lozano,https://cdn.sofifa.com/players/230/967/22_60.png,70,71,82,38,76,68,LM
Jesús Vallejo Lázaro,https://cdn.sofifa.com/players/225/161/22_60.png,42,57,68,76,63,68,CB
Kévin Manuel Rodrigues,https://cdn.sofifa.com/players/209/289/22_60.png,59,75,75,70,72,60,LB
Mama Samba Baldé,https://cdn.sofifa.com/players/237/960/22_60.png,72,67,91,50,73,79,ST
Hiroki Sakai,https://cdn.sofifa.com/players/208/520/22_60.png,53,66,75,73,64,76,RB
John Egan,https://cdn.sofifa.com/players/204/936/22_60.png,46,54,64,76,61,77,CB
Federico Fazio,https://cdn.sofifa.com/players/179/847/22_60.png,40,53,34,77,53,75,CB
Enner Valencia,https://cdn.sofifa.com/players/220/295/22_60.png,74,66,88,46,73,75,ST
Davy Pröpper,https://cdn.sofifa.com/players/193/158/22_60.png,70,76,54,66,76,72,CM
Ondřej Čelůstka,https://cdn.sofifa.com/players/188/038/22_60.png,53,66,61,76,65,79,CB
Marcos Rojo,https://cdn.sofifa.com/players/201/862/22_60.png,59,66,65,74,63,68,CB
Iñigo Córdoba Kerejeta,https://cdn.sofifa.com/players/229/764/22_60.png,71,71,82,64,77,69,LM
Gonçalo Mendes Paciência,https://cdn.sofifa.com/players/216/452/22_60.png,75,57,56,33,76,79,ST
Ermin Bičakčić,https://cdn.sofifa.com/players/201/860/22_60.png,37,49,60,76,46,78,CB
Fabian Delph,https://cdn.sofifa.com/players/183/427/22_60.png,67,73,65,72,74,66,CDM
Tom Cairney,https://cdn.sofifa.com/players/195/202/22_60.png,72,77,63,62,77,65,CAM
Tomás Chancalay,https://cdn.sofifa.com/players/241/026/22_60.png,74,73,81,40,76,60,RM
João Paulo Mior,https://cdn.sofifa.com/players/205/953/22_60.png,68,77,71,66,76,71,CM
Jon Moncayola Tollar,https://cdn.sofifa.com/players/247/495/22_60.png,64,72,66,71,70,69,CDM
Ayrton Lucas Dantas de Medeiros,https://cdn.sofifa.com/players/231/355/22_60.png,55,65,84,67,76,76,LB
Rafael Jorgino Cachoira Rebelo,https://cdn.sofifa.com/players/230/528/22_60.png,40,58,53,77,58,77,CB
Christian Fassnacht,https://cdn.sofifa.com/players/234/913/22_60.png,70,69,82,37,74,71,RM
Henry Onyekuru,https://cdn.sofifa.com/players/234/045/22_60.png,71,65,92,34,80,54,RM
Ionuț Andrei Radu,https://cdn.sofifa.com/players/234/102/22_60.png,69,72,79,40,80,75,GK
David Turnbull,https://cdn.sofifa.com/players/234/111/22_60.png,72,76,71,62,75,67,CAM
Luis Abram,https://cdn.sofifa.com/players/234/178/22_60.png,42,58,65,75,59,78,CB
Yan Brice Eteki,https://cdn.sofifa.com/players/234/789/22_60.png,55,66,63,70,69,76,CDM
Yoane Wissa,https://cdn.sofifa.com/players/234/824/22_60.png,74,65,88,28,77,68,RM
Rúben Nascimento Vinagre,https://cdn.sofifa.com/players/235/172/22_60.png,55,71,86,65,78,63,LM
Javier Galán Gil,https://cdn.sofifa.com/players/231/591/22_60.png,54,72,77,69,74,67,LB
Carlos Rodríguez,https://cdn.sofifa.com/players/235/389/22_60.png,60,73,76,68,76,66,CM
Marcelino Moreno,https://cdn.sofifa.com/players/235/467/22_60.png,68,73,89,59,83,63,CAM
Stefano Okaka,https://cdn.sofifa.com/players/178/091/22_60.png,74,59,63,30,69,81,ST
Fraser Forster,https://cdn.sofifa.com/players/172/203/22_60.png,71,64,75,31,79,74,GK
Aaron Long,https://cdn.sofifa.com/players/222/123/22_60.png,40,56,80,74,63,83,CB
Yasser Al Shahrani,https://cdn.sofifa.com/players/210/603/22_60.png,54,67,90,70,73,66,LB
Aaron Ramsdale,https://cdn.sofifa.com/players/233/934/22_60.png,73,71,78,49,78,71,GK
Odsonne Edouard,https://cdn.sofifa.com/players/233/866/22_60.png,74,67,83,45,79,75,CAM
Rifat Zhemaletdinov,https://cdn.sofifa.com/players/233/290/22_60.png,68,70,81,33,76,67,CAM
Matt Turner,https://cdn.sofifa.com/players/233/267/22_60.png,71,66,76,39,76,79,GK
Rodrigo Aliendro,https://cdn.sofifa.com/players/233/029/22_60.png,68,72,77,73,77,76,CM
Takehiro Tomiyasu,https://cdn.sofifa.com/players/232/938/22_60.png,32,63,68,76,69,77,CB
Fernando Zampedri,https://cdn.sofifa.com/players/232/670/22_60.png,78,55,68,29,71,76,ST
Mijo Caktaš,https://cdn.sofifa.com/players/232/241/22_60.png,76,73,68,62,76,72,CAM
Konstantinos Tsimikas,https://cdn.sofifa.com/players/232/223/22_60.png,57,70,83,69,72,74,LB
Joaquín Fernández Moreno,https://cdn.sofifa.com/players/232/132/22_60.png,48,61,65,75,59,78,CB
Marko Grujić,https://cdn.sofifa.com/players/232/099/22_60.png,71,71,61,72,77,77,CM
Amine Harit,https://cdn.sofifa.com/players/232/097/22_60.png,64,69,79,45,82,47,CAM
Jesper Karlsson,https://cdn.sofifa.com/players/231/836/22_60.png,73,68,82,35,80,54,CAM
Yann Karamoh,https://cdn.sofifa.com/players/231/826/22_60.png,69,69,78,31,79,61,CAM
Andraž Šporar,https://cdn.sofifa.com/players/231/786/22_60.png,75,66,76,19,72,70,ST
Umar Sadiq,https://cdn.sofifa.com/players/231/627/22_60.png,75,57,83,30,72,73,ST
Romain Del Castillo,https://cdn.sofifa.com/players/231/612/22_60.png,68,72,77,39,79,65,CAM
Iago Herrerín Buisán,https://cdn.sofifa.com/players/193/152/22_60.png,75,80,76,42,72,73,GK
Jamiro Gregory Monteiro Alvarenga,https://cdn.sofifa.com/players/231/150/22_60.png,63,73,75,64,78,76,CM
David Turnbull,https://cdn.sofifa.com/players/234/111/22_60.png,72,76,71,62,75,67,CAM
Charles De Ketelaere,https://cdn.sofifa.com/players/251/470/22_60.png,72,75,72,62,78,71,CAM
Ivan Schranz,https://cdn.sofifa.com/players/263/287/22_60.png,76,63,83,30,72,73,ST
Álvaro García Rivera,https://cdn.sofifa.com/players/216/447/22_60.png,64,70,92,30,74,45,LM
Kevin Dawson,https://cdn.sofifa.com/players/253/272/22_60.png,73,71,74,32,73,74,GK
Attila Szalai,https://cdn.sofifa.com/players/253/170/22_60.png,33,56,72,75,55,83,CB
Hicham Boudaoui,https://cdn.sofifa.com/players/253/157/22_60.png,65,71,74,72,79,72,CAM
Luka Ivanušec,https://cdn.sofifa.com/players/252/931/22_60.png,71,71,81,56,80,71,CAM
Daniel Santos Bragança,https://cdn.sofifa.com/players/252/143/22_60.png,66,75,80,64,80,52,CAM
Marcos André de Sousa Mendonça,https://cdn.sofifa.com/players/252/084/22_60.png,78,59,76,38,72,73,ST
Martín Zubimendi Ibáñez,https://cdn.sofifa.com/players/248/148/22_60.png,61,72,63,75,71,70,CDM
Iago Amaral Borduchi,https://cdn.sofifa.com/players/251/182/22_60.png,55,68,81,71,72,71,LB
Joško Gvardiol,https://cdn.sofifa.com/players/251/517/22_60.png,54,67,83,71,71,83,CB
Tom Davies,https://cdn.sofifa.com/players/230/005/22_60.png,64,73,65,69,75,71,CM
Domagoj Bradarić,https://cdn.sofifa.com/players/252/000/22_60.png,55,68,79,70,75,68,LB
Jurriën Timber,https://cdn.sofifa.com/players/251/805/22_60.png,44,64,83,75,75,79,CB
Aleš Mandous,https://cdn.sofifa.com/players/263/286/22_60.png,78,76,76,19,74,76,GK
Giorgi Mamardashvili,https://cdn.sofifa.com/players/262/621/22_60.png,77,71,76,45,79,76,GK
Myrto Uzuni,https://cdn.sofifa.com/players/261/204/22_60.png,71,62,85,27,78,65,LW
Óscar Mingueza García,https://cdn.sofifa.com/players/259/694/22_60.png,35,66,78,75,64,75,CB
Jan Kuchta,https://cdn.sofifa.com/players/257/536/22_60.png,74,64,79,35,73,81,ST
Adrien Truffert,https://cdn.sofifa.com/players/256/769/22_60.png,55,70,74,71,73,69,LB
Pedro Victor Delmino da Silva,https://cdn.sofifa.com/players/255/472/22_60.png,68,71,82,34,80,55,CAM
Oscar Dorley,https://cdn.sofifa.com/players/254/909/22_60.png,55,74,85,68,79,69,LM
Iñigo Córdoba Kerejeta,https://cdn.sofifa.com/players/229/764/22_60.png,71,71,82,64,77,69,LM
César Montes,https://cdn.sofifa.com/players/229/980/22_60.png,44,62,60,75,64,76,CB
Simão Alvin Donatinho Garcia,https://cdn.sofifa.com/players/230/165/22_60.png,70,77,76,44,75,75,GK
Daniel Clayton Fachini Lobato,https://cdn.sofifa.com/players/230/336/22_60.png,43,67,66,74,68,70,CDM
Rade Krunić,https://cdn.sofifa.com/players/229/758/22_60.png,72,74,67,68,76,70,CM
Mark Uth,https://cdn.sofifa.com/players/200/318/22_60.png,77,72,73,40,76,68,CAM
Joško Gvardiol,https://cdn.sofifa.com/players/251/517/22_60.png,54,67,83,71,71,83,CB
Carlos Rodríguez,https://cdn.sofifa.com/players/235/389/22_60.png,60,73,76,68,76,66,CM
Elias Gómez,https://cdn.sofifa.com/players/221/053/22_60.png,57,67,81,68,73,75,LB
Erick Pulgar,https://cdn.sofifa.com/players/213/629/22_60.png,62,75,63,72,73,74,CDM
Estevão Daniel Formoso Serpa,https://cdn.sofifa.com/players/230/524/22_60.png,77,60,77,24,73,60,ST
Davi Alexandre Parrela Ferreira,https://cdn.sofifa.com/players/230/388/22_60.png,40,54,64,76,51,78,CB
Rubens Jairo Freitosa Costa,https://cdn.sofifa.com/players/230/355/22_60.png,64,73,64,68,71,76,CM
Jesus Fabrício Andrade Simões,https://cdn.sofifa.com/players/230/354/22_60.png,46,67,71,75,73,72,RB
Joshua Eduardo Sá Madeira,https://cdn.sofifa.com/players/230/341/22_60.png,44,64,73,75,65,73,LB
Kaíque Osvaldo Castro Rodrigues,https://cdn.sofifa.com/players/230/323/22_60.png,76,61,77,36,73,72,GK
Cristian Also Laranjeiro Sá,https://cdn.sofifa.com/players/230/295/22_60.png,54,61,70,75,64,81,CB
Jorgino Silas Ruiz Prestes,https://cdn.sofifa.com/players/230/252/22_60.png,57,68,70,76,74,64,CDM
Emilio Alex Piodão Esser,https://cdn.sofifa.com/players/230/250/22_60.png,64,69,71,74,70,76,CDM
Leôncio Roger Vimieiro Madeira,https://cdn.sofifa.com/players/230/244/22_60.png,52,66,73,74,70,71,LB
Julio Leonardo Dourado de Freitas,https://cdn.sofifa.com/players/230/224/22_60.png,46,56,41,75,53,79,CB
Estevão Danilo Candeira Inácio,https://cdn.sofifa.com/players/230/219/22_60.png,59,70,77,70,69,68,RB
Kaíqundo Calado Dimas,https://cdn.sofifa.com/players/230/213/22_60.png,51,64,82,72,71,73,RB
Jailson Michel Caeiro Meireles,https://cdn.sofifa.com/players/230/202/22_60.png,53,63,70,74,72,69,RB
Alexandre Jonas Santos Fernandes,https://cdn.sofifa.com/players/230/195/22_60.png,71,69,74,36,76,75,GK
Enaldo Diogo Barbosa Prazeres,https://cdn.sofifa.com/players/230/186/22_60.png,49,68,70,74,65,71,LB
Matheus Henrique de Souza,https://cdn.sofifa.com/players/254/487/22_60.png,60,76,75,57,79,64,RM
Juan Ramírez,https://cdn.sofifa.com/players/214/665/22_60.png,70,71,76,62,78,66,CAM
Manuel Riemann,https://cdn.sofifa.com/players/199/339/22_60.png,71,72,73,50,76,72,GK
Emmanuel Gigliotti,https://cdn.sofifa.com/players/200/875/22_60.png,76,59,49,41,68,80,ST
Diego Lainez,https://cdn.sofifa.com/players/237/995/22_60.png,64,70,78,49,80,55,CAM
Gonzalo Plata,https://cdn.sofifa.com/players/247/181/22_60.png,66,65,85,43,79,64,CAM
Diego Biseswar,https://cdn.sofifa.com/players/178/090/22_60.png,68,75,71,33,78,60,CAM
Miguel Trauco,https://cdn.sofifa.com/players/225/706/22_60.png,52,74,69,69,75,72,LB
Dimitris Giannoulis,https://cdn.sofifa.com/players/236/457/22_60.png,48,65,82,70,70,67,LB
Paul Nardi,https://cdn.sofifa.com/players/206/218/22_60.png,68,69,77,48,79,72,GK
Alexandru Mitriță,https://cdn.sofifa.com/players/229/804/22_60.png,69,69,85,26,78,57,CAM
Phil Jones,https://cdn.sofifa.com/players/194/957/22_60.png,50,60,51,75,56,67,CB
Ambroise Oyongo,https://cdn.sofifa.com/players/218/540/22_60.png,59,68,85,66,73,76,LB
Sofiane Boufal,https://cdn.sofifa.com/players/211/381/22_60.png,66,72,79,27,79,50,LM
Alan Mozo,https://cdn.sofifa.com/players/230/829/22_60.png,44,60,81,68,70,78,RB
Uriel Antuna,https://cdn.sofifa.com/players/237/997/22_60.png,59,65,92,31,77,47,RM
Camilo da Silva Sanvezzo,https://cdn.sofifa.com/players/200/446/22_60.png,77,68,77,34,78,67,ST
Carlos Villanueva,https://cdn.sofifa.com/players/188/414/22_60.png,70,75,58,49,77,48,CAM
Pere Milla Peña,https://cdn.sofifa.com/players/225/926/22_60.png,74,68,76,37,77,63,ST
Peter Pekarík,https://cdn.sofifa.com/players/190/854/22_60.png,40,64,62,73,73,67,RB
Joaquín Navarro Jiménez,https://cdn.sofifa.com/players/198/023/22_60.png,47,65,73,70,68,76,RB
Patrick Mainka,https://cdn.sofifa.com/players/216/199/22_60.png,40,51,50,76,52,78,CB
Erik Pieters,https://cdn.sofifa.com/players/178/567/22_60.png,39,68,63,74,69,78,LB
Conor Gallagher,https://cdn.sofifa.com/players/238/216/22_60.png,69,70,71,61,74,66,CM
Karim Rekik,https://cdn.sofifa.com/players/205/193/22_60.png,39,58,67,73,61,76,CB
Ignacio Pussetto,https://cdn.sofifa.com/players/219/536/22_60.png,73,63,78,25,77,60,ST
Christos Tzolis,https://cdn.sofifa.com/players/256/948/22_60.png,71,66,86,35,76,65,RM
Adriano Leandro Soares Scitto,https://cdn.sofifa.com/players/230/324/22_60.png,76,74,68,18,73,77,GK
Tiago Emanuel Embaló Djaló,https://cdn.sofifa.com/players/252/339/22_60.png,42,60,83,74,63,77,CB
Clément Michelin,https://cdn.sofifa.com/players/236/466/22_60.png,50,69,71,70,70,69,RWB
Pedro Miguel Braga Rebocho,https://cdn.sofifa.com/players/234/930/22_60.png,58,68,76,71,74,71,LWB
Victorino M. Magela Sá,https://cdn.sofifa.com/players/230/320/22_60.png,72,73,71,42,76,75,GK
Hernâni Jorge Santos Fortes,https://cdn.sofifa.com/players/212/911/22_60.png,68,66,91,29,80,60,RM
Adil Aouchiche,https://cdn.sofifa.com/players/253/102/22_60.png,64,74,70,56,76,59,CAM
Miroslav Stevanović,https://cdn.sofifa.com/players/206/254/22_60.png,67,74,83,38,73,70,RM
Kevin Akpoguma,https://cdn.sofifa.com/players/211/856/22_60.png,48,55,81,76,60,71,CB
Opa Nguette,https://cdn.sofifa.com/players/211/099/22_60.png,67,67,85,40,77,63,LW
Ola Aina,https://cdn.sofifa.com/players/224/656/22_60.png,60,67,83,70,74,74,RWB
Ander Barrenetxea,https://cdn.sofifa.com/players/246/672/22_60.png,69,62,80,24,79,53,LW
Richard Ofori,https://cdn.sofifa.com/players/257/439/22_60.png,70,77,74,43,74,75,GK
Murilo de Souza Costa,https://cdn.sofifa.com/players/225/696/22_60.png,70,65,89,25,77,65,RM
Florian Sotoca,https://cdn.sofifa.com/players/227/232/22_60.png,71,68,80,42,70,80,ST
Ladislav Krejčí,https://cdn.sofifa.com/players/252/064/22_60.png,58,64,67,73,67,84,CB
Nick Viergever,https://cdn.sofifa.com/players/193/440/22_60.png,54,65,64,74,67,75,CB
Gary Medel,https://cdn.sofifa.com/players/193/532/22_60.png,47,62,62,74,67,79,CB
Gil Alcalá,https://cdn.sofifa.com/players/226/721/22_60.png,73,65,73,59,73,74,GK
David Hovorka,https://cdn.sofifa.com/players/240/033/22_60.png,39,63,77,72,69,75,CB
David Martínez,https://cdn.sofifa.com/players/241/569/22_60.png,50,66,77,73,65,79,CB
Paulo Díaz,https://cdn.sofifa.com/players/214/436/22_60.png,50,68,76,71,67,81,CB
Kevin Lasagna,https://cdn.sofifa.com/players/224/933/22_60.png,70,60,87,29,75,63,ST
Pedro Gallese,https://cdn.sofifa.com/players/225/701/22_60.png,71,69,75,47,75,72,GK
Martin Frýdek,https://cdn.sofifa.com/players/231/077/22_60.png,67,70,75,68,69,80,LB
Srđan Plavšić,https://cdn.sofifa.com/players/240/037/22_60.png,66,69,86,30,76,59,LM
Nicolás Melamed Ribaudo,https://cdn.sofifa.com/players/252/837/22_60.png,68,69,83,40,80,57,CAM
Harrison Reed,https://cdn.sofifa.com/players/205/990/22_60.png,57,72,71,72,70,70,CDM
Miha Mevlja,https://cdn.sofifa.com/players/216/742/22_60.png,38,60,70,77,58,74,CB
Sargis Adamyan,https://cdn.sofifa.com/players/218/534/22_60.png,73,64,79,37,77,70,CF
Sean Klaiber,https://cdn.sofifa.com/players/219/814/22_60.png,64,70,80,70,66,81,RB
Emmanuel Dennis,https://cdn.sofifa.com/players/239/015/22_60.png,72,60,88,38,77,68,ST
Ishak Belfodil,https://cdn.sofifa.com/players/194/728/22_60.png,74,68,65,36,74,74,ST
Mykyta Burda,https://cdn.sofifa.com/players/244/383/22_60.png,23,43,65,77,40,74,CB
Maximilian Wöber,https://cdn.sofifa.com/players/231/838/22_60.png,45,63,72,73,64,80,CB
Pablo Aguilar,https://cdn.sofifa.com/players/182/941/22_60.png,52,54,56,75,55,76,CB
Samuel Kalu,https://cdn.sofifa.com/players/237/207/22_60.png,66,69,85,34,77,56,RM
Romell Quioto,https://cdn.sofifa.com/players/210/321/22_60.png,71,70,85,24,72,80,ST
Jed Wallace,https://cdn.sofifa.com/players/205/970/22_60.png,70,71,77,45,76,67,RW
Abel Ruiz Ortega,https://cdn.sofifa.com/players/239/250/22_60.png,74,60,74,38,73,67,ST
Miguel Layún,https://cdn.sofifa.com/players/178/322/22_60.png,71,69,78,69,75,74,RB
Leonardo Balerdi,https://cdn.sofifa.com/players/242/835/22_60.png,36,57,71,75,64,75,CB
Fernando Elton Meireles Petri,https://cdn.sofifa.com/players/230/293/22_60.png,45,66,71,75,72,70,CB
Matt Grimes,https://cdn.sofifa.com/players/212/118/22_60.png,59,75,62,66,72,67,CM
Gianluca Scamacca,https://cdn.sofifa.com/players/226/710/22_60.png,75,54,70,33,70,70,ST
Alfred Duncan,https://cdn.sofifa.com/players/208/535/22_60.png,63,71,71,74,73,75,CDM
Juan Torres Ruiz,https://cdn.sofifa.com/players/186/519/22_60.png,54,62,58,74,60,80,CB
Eloy Room,https://cdn.sofifa.com/players/189/084/22_60.png,69,68,76,45,77,71,GK
Tosin Adarabioyo,https://cdn.sofifa.com/players/222/104/22_60.png,31,55,67,75,56,75,CB
Andrea Ranocchia,https://cdn.sofifa.com/players/182/168/22_60.png,32,57,36,78,58,66,CB
Lars Unnerstall,https://cdn.sofifa.com/players/199/833/22_60.png,74,70,74,33,75,74,GK
Carles Aleñá Castillo,https://cdn.sofifa.com/players/233/113/22_60.png,67,74,70,60,74,62,CAM
Bernardo Espinosa,https://cdn.sofifa.com/players/186/521/22_60.png,44,58,41,72,49,78,CB
Bradley Dack,https://cdn.sofifa.com/players/211/098/22_60.png,72,71,75,53,76,73,CAM
Joris Kayembe,https://cdn.sofifa.com/players/222/875/22_60.png,62,67,84,68,76,71,LWB
Thomas Henry,https://cdn.sofifa.com/players/231/835/22_60.png,73,65,61,39,65,79,ST
Rubén Alcaraz Jiménez,https://cdn.sofifa.com/players/229/788/22_60.png,71,74,61,74,69,82,CDM
Yannick Cahuzac,https://cdn.sofifa.com/players/167/933/22_60.png,46,63,34,73,61,77,CDM
Michael Renan Dimeira Couto,https://cdn.sofifa.com/players/230/370/22_60.png,64,71,86,39,79,52,CAM
Carlos Zambrano,https://cdn.sofifa.com/players/187/132/22_60.png,48,59,58,73,65,76,CB
Junior Messias,https://cdn.sofifa.com/players/240/938/22_60.png,68,72,82,37,77,54,CAM
Genki Haraguchi,https://cdn.sofifa.com/players/217/648/22_60.png,66,70,84,44,78,53,CAM
Erik Durm,https://cdn.sofifa.com/players/207/920/22_60.png,56,66,74,70,69,69,RWB
Kemar Roofe,https://cdn.sofifa.com/players/205/360/22_60.png,75,67,79,50,74,63,CF
Enzo Wellington Marteiro Santoso,https://cdn.sofifa.com/players/230/191/22_60.png,73,73,82,39,69,74,GK
Hélder Wander Sousa Azevedo Costa,https://cdn.sofifa.com/players/221/743/22_60.png,67,68,85,29,77,56,RM
Marvin Plattenhardt,https://cdn.sofifa.com/players/192/557/22_60.png,56,74,70,71,72,71,LB
Diego Farías da Silva,https://cdn.sofifa.com/players/189/485/22_60.png,70,68,81,38,79,49,LW
Davide Santon,https://cdn.sofifa.com/players/189/484/22_60.png,57,70,66,73,72,67,RWB
Ezequiel Ponce,https://cdn.sofifa.com/players/220/715/22_60.png,73,60,77,37,74,68,ST
Manuel Prietl,https://cdn.sofifa.com/players/210/475/22_60.png,51,62,58,72,65,79,CDM
Philip Billing,https://cdn.sofifa.com/players/220/714/22_60.png,70,71,59,72,71,78,CM
Rémi Oudin,https://cdn.sofifa.com/players/233/265/22_60.png,71,72,72,34,74,67,CAM
Khama Billiat,https://cdn.sofifa.com/players/218/154/22_60.png,73,70,85,47,80,64,RW
Bruno Fornaroli,https://cdn.sofifa.com/players/189/225/22_60.png,72,64,77,39,76,79,ST
Pajtim Kasami,https://cdn.sofifa.com/players/197/900/22_60.png,76,71,70,57,72,79,CAM
Hiram Mier,https://cdn.sofifa.com/players/199/692/22_60.png,43,58,59,75,58,74,CB
Johnathan Aparecido Silva,https://cdn.sofifa.com/players/192/270/22_60.png,75,61,80,38,74,77,ST
Karim Ansarifard,https://cdn.sofifa.com/players/197/136/22_60.png,77,62,74,43,71,72,ST
Valère Germain,https://cdn.sofifa.com/players/203/280/22_60.png,74,71,68,39,73,66,ST
Juan Martín Lucero,https://cdn.sofifa.com/players/223/248/22_60.png,71,61,77,34,70,68,ST
Miloš Ninković,https://cdn.sofifa.com/players/195/088/22_60.png,69,73,66,47,76,69,CAM
Vyacheslav Karavaev,https://cdn.sofifa.com/players/219/409/22_60.png,63,70,77,68,69,68,RB
Diego Hugo Ramos Calado,https://cdn.sofifa.com/players/230/449/22_60.png,79,67,30,28,67,70,ST
Tiago B. de Melo Tomás,https://cdn.sofifa.com/players/257/073/22_60.png,70,56,77,37,74,72,ST
Rodrigo Éder Serpa Conceição,https://cdn.sofifa.com/players/230/417/22_60.png,72,65,72,74,67,71,CDM
Júlio César Pires Feitosa,https://cdn.sofifa.com/players/230/198/22_60.png,48,62,68,74,66,77,CB
Hyeon Soo Jang,https://cdn.sofifa.com/players/211/005/22_60.png,28,59,66,77,63,73,CB
Iván Balliu,https://cdn.sofifa.com/players/203/581/22_60.png,39,68,84,69,74,72,RB
Adriel Ba Loua,https://cdn.sofifa.com/players/230/972/22_60.png,61,71,88,27,77,52,LM
Sung Yueng Ki,https://cdn.sofifa.com/players/180/283/22_60.png,68,77,46,64,68,74,CM
Mattia Destro,https://cdn.sofifa.com/players/193/338/22_60.png,75,60,69,29,72,60,ST
Conor Hourihane,https://cdn.sofifa.com/players/193/849/22_60.png,70,76,57,66,70,74,CM
Luiz Fernando Pereira da Silva,https://cdn.sofifa.com/players/180/281/22_60.png,71,67,83,51,78,65,LM
