ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal,BestPosition
27,47,52,68,51,77,CB
49,52,68,65,59,81,CB
67,58,74,30,73,60,ST
67,48,71,21,65,65,ST
64,45,76,33,57,80,ST
63,70,67,43,71,59,CAM
65,69,68,53,65,69,GK
53,69,66,63,73,52,CM
62,63,77,64,68,69,LM
67,67,62,47,69,65,LM
67,53,77,25,67,68,ST
68,58,73,36,67,65,ST
73,61,77,38,72,65,RM
64,65,66,66,63,68,CDM
32,62,70,67,65,66,LB
68,56,62,26,66,68,ST
61,63,81,44,68,67,LM
45,58,81,61,65,71,LWB
59,64,72,63,62,74,RB
28,52,65,67,58,72,CB
41,63,77,62,69,62,LB
58,61,63,64,69,74,CDM
40,50,36,68,48,73,CB
58,67,73,68,66,71,CB
62,56,84,21,70,73,RM
33,47,52,70,38,68,CB
57,57,77,62,62,75,RB
53,64,76,64,66,66,RB
26,43,64,67,49,76,CB
64,59,84,25,69,65,ST
67,62,71,53,67,74,ST
62,65,70,55,69,65,CAM
65,63,91,39,65,73,RW
66,56,81,23,71,64,ST
60,66,71,55,66,67,CM
27,50,69,68,49,73,CB
61,68,70,55,69,79,RM
60,63,68,69,66,74,CB
55,62,74,59,75,67,CAM
63,63,66,54,70,63,CAM
63,70,64,57,66,76,CM
48,58,41,68,58,78,CB
33,54,69,64,61,69,LB
68,52,81,26,66,64,ST
53,64,70,67,66,67,CDM
65,63,75,57,69,69,CAM
61,69,74,49,70,67,CAM
53,64,68,62,73,55,CAM
62,69,56,53,68,66,CM
56,65,72,63,64,73,RB
57,71,57,64,61,62,CDM
52,59,73,53,73,46,LM
67,66,60,64,71,69,CDM
41,54,70,64,67,64,LB
64,64,70,60,65,72,CM
62,64,81,29,71,54,RM
50,60,78,63,67,74,RB
41,58,61,67,56,80,CB
63,61,74,61,66,77,LB
63,58,66,41,72,68,GK
34,47,80,67,58,74,CB
64,60,80,31,71,69,RM
57,64,63,67,62,78,CDM
66,65,73,43,68,69,LM
44,56,66,66,60,72,CB
61,62,72,30,77,34,CAM
36,57,80,62,68,65,RB
64,60,74,39,70,61,LM
70,66,67,45,68,69,ST
49,54,45,67,51,75,CB
53,61,71,66,67,74,CB
67,72,68,58,70,63,CAM
64,63,62,38,70,50,CAM
53,58,73,66,61,68,RB
64,59,70,35,74,67,GK
59,58,84,31,73,68,RM
66,63,66,47,70,64,GK
35,56,69,63,65,71,LB
53,60,68,65,64,73,CDM
51,63,66,64,65,69,LWB
58,68,76,36,73,50,CAM
38,57,61,68,55,72,CB
66,69,73,36,71,60,CAM
39,54,70,67,56,75,CB
53,63,46,67,60,74,CDM
64,49,69,18,69,67,ST
61,64,45,67,53,71,CDM
33,50,61,66,51,76,CB
60,65,54,69,68,69,CB
40,61,72,65,67,56,RWB
67,63,75,39,72,60,CAM
48,60,74,65,61,76,CB
64,70,68,57,70,70,CAM
66,61,81,31,74,48,CF
64,65,82,28,72,59,RM
64,70,69,48,70,67,GK
66,51,69,26,73,63,GK
42,49,63,66,48,77,CB
66,61,69,47,69,67,GK
56,63,82,41,74,47,RM
67,56,80,23,70,56,ST
70,58,68,20,63,70,ST
57,60,84,63,67,71,RB
54,64,73,65,69,70,CDM
63,69,65,64,69,74,CM
70,47,41,30,55,78,ST
31,53,56,67,49,77,CB
29,46,61,67,52,75,CB
49,65,73,53,74,58,CAM
74,58,55,26,71,42,CF
65,52,77,29,66,78,ST
63,66,68,61,70,68,CM
34,38,43,69,38,77,CB
53,57,55,68,55,73,CB
52,62,75,64,66,68,RB
59,62,71,66,59,81,CDM
57,61,85,43,70,73,RM
52,63,79,56,68,62,RM
26,45,68,68,55,73,CB
56,69,72,64,66,62,CM
51,57,52,66,63,78,CDM
65,73,54,35,68,53,RM
41,56,57,69,54,72,CB
64,70,50,61,69,70,CDM
36,54,68,69,52,71,CB
30,52,70,67,60,64,RB
69,67,51,37,70,62,CAM
42,60,77,66,62,71,CB
58,67,72,60,74,61,CAM
31,43,75,65,51,72,CB
39,60,78,63,66,71,RB
34,56,73,64,67,74,LWB
68,64,70,27,69,67,GK
62,65,76,36,75,60,RM
62,64,79,61,62,82,LWB
58,59,88,38,72,62,RM
69,59,72,30,63,75,ST
57,59,41,68,59,66,CDM
62,53,68,26,76,66,GK
48,61,42,68,56,68,CDM
61,54,68,27,74,69,GK
44,58,60,65,59,73,CDM
49,57,77,63,65,67,LB
67,61,77,27,71,79,LW
56,62,80,46,70,57,RM
48,61,83,59,69,73,LB
61,64,72,61,70,70,CM
46,59,58,67,57,75,CB
59,62,80,39,68,62,RM
52,63,56,65,63,80,CDM
33,54,78,66,61,75,RB
64,65,68,46,72,67,GK
68,57,62,37,65,80,ST
67,68,64,67,68,70,CM
35,56,66,69,68,67,CB
69,72,73,49,72,60,CAM
38,59,57,71,61,67,CB
62,57,90,43,72,67,ST
29,54,60,68,62,67,CB
68,53,73,29,68,53,ST
68,52,63,36,63,80,ST
51,55,71,66,64,63,LB
69,65,66,18,71,69,GK
58,65,69,65,69,70,CM
57,62,78,53,66,68,RM
31,47,67,67,47,78,CB
65,56,81,30,70,63,ST
67,62,77,35,66,72,RM
66,66,72,55,69,71,CAM
44,60,71,64,67,65,RB
45,59,67,67,61,67,CDM
69,70,69,49,68,65,GK
57,64,42,67,58,77,CDM
54,61,71,38,73,71,GK
68,50,70,24,63,78,ST
66,48,54,35,62,77,ST
30,55,66,68,63,70,CB
57,68,63,61,66,71,CDM
61,62,78,31,70,58,LM
67,56,63,40,67,77,ST
50,57,63,66,63,77,CDM
55,60,74,65,68,77,CDM
38,63,77,62,69,66,RB
64,43,81,28,65,68,ST
23,51,77,66,59,77,CB
36,49,36,66,43,83,CB
58,64,76,64,65,68,LB
42,60,74,64,65,72,LWB
41,66,58,70,65,65,LB
65,68,68,36,71,56,CAM
63,67,65,38,72,71,GK
68,65,73,43,73,59,RW
61,66,70,62,67,64,LB
64,66,84,40,69,66,LM
42,48,46,67,49,82,CB
62,66,67,66,65,68,RWB
65,65,60,66,68,51,CAM
45,60,73,63,64,68,RB
43,50,68,69,54,73,CB
47,49,43,68,39,81,CB
55,65,78,62,67,75,LM
57,62,75,62,63,72,RB
64,53,79,24,70,66,ST
68,61,85,33,69,58,RW
64,67,77,65,70,59,CAM
64,58,90,25,74,52,CAM
66,60,69,45,73,68,GK
32,55,73,65,62,65,RB
67,64,66,50,70,69,GK
60,60,83,33,73,56,RM
66,56,87,38,71,66,RW
67,46,67,35,64,72,ST
67,62,61,30,67,63,ST
45,68,70,66,65,76,CDM
50,63,78,61,70,68,RM
58,57,50,69,59,82,CB
64,66,72,58,67,75,RM
56,64,75,49,73,61,RM
59,62,81,60,70,73,RWB
67,64,38,66,66,76,CB
61,61,84,38,72,60,RM
65,65,70,33,68,66,GK
47,57,77,62,70,67,RWB
42,56,67,66,61,77,CDM
63,72,68,42,70,65,RM
49,63,77,64,65,76,RB
47,60,63,63,65,73,CDM
67,65,66,39,69,69,GK
49,63,49,65,56,80,CDM
68,56,77,39,71,66,ST
61,64,77,33,71,62,RM
56,62,76,65,67,70,RB
67,66,65,43,71,61,RW
41,51,40,70,54,74,CB
70,51,82,36,70,65,ST
64,64,80,38,72,50,RM
64,49,71,34,64,77,ST
67,65,70,55,71,64,GK
67,55,84,22,70,67,ST
69,56,76,22,68,69,ST
64,67,69,50,75,64,GK
31,48,66,68,46,71,CB
63,62,83,42,69,67,LM
64,62,77,49,69,76,RM
40,55,82,66,65,76,CB
44,59,76,64,57,63,LB
26,56,33,71,45,71,CB
63,67,74,68,67,70,RWB
41,55,75,62,64,72,RB
53,63,72,63,68,64,LB
64,59,79,40,71,69,RM
64,65,71,41,70,69,GK
62,65,56,65,66,74,CDM
68,53,47,26,60,81,ST
61,63,74,22,70,66,RM
60,65,72,62,64,67,CDM
60,59,63,64,65,72,CDM
65,59,81,52,73,52,RM
54,66,72,64,65,68,LB
65,62,82,44,69,52,LM
63,59,86,51,73,68,CAM
50,66,68,65,65,68,LB
62,65,61,62,68,64,CM
34,57,79,63,63,72,LB
69,55,54,33,61,76,ST
50,56,83,63,67,71,LWB
67,57,65,50,62,83,ST
39,59,68,65,62,67,LB
33,51,76,67,54,77,CB
32,45,68,67,43,81,CB
57,69,58,65,67,66,RB
34,57,74,68,57,73,CB
65,51,85,24,69,77,ST
62,61,85,38,68,67,RM
62,66,72,50,72,54,CAM
61,63,45,64,62,70,CDM
51,64,67,65,61,69,RB
57,65,75,38,74,51,CAM
67,51,76,28,66,69,ST
39,53,47,65,57,86,CB
57,70,65,60,66,70,CM
59,68,67,60,68,75,CM
68,65,73,53,70,61,CAM
26,46,67,70,46,71,CB
68,48,59,30,63,71,ST
67,40,74,25,61,72,ST
32,54,45,67,48,80,CB
55,59,63,67,62,74,LB
31,60,61,68,58,71,CDM
59,63,54,68,64,69,LB
66,64,66,47,71,66,GK
61,65,70,37,72,66,GK
37,49,56,67,57,73,CB
67,59,73,54,62,80,ST
65,66,72,43,71,63,CAM
47,60,78,64,68,62,LB
35,55,74,65,62,71,LB
59,63,91,40,69,46,LM
40,56,80,62,63,70,RB
40,58,55,66,49,75,CB
65,66,69,32,68,67,GK
42,60,33,66,47,72,CDM
46,61,78,61,69,79,RWB
36,50,72,67,48,77,CB
30,50,51,67,49,70,CB
72,50,62,31,68,49,ST
61,65,63,65,64,69,CDM
67,56,65,33,62,67,ST
50,56,60,66,59,77,CDM
49,61,50,66,60,76,CDM
63,60,83,34,67,66,RM
65,60,76,27,69,57,RW
66,69,71,57,70,65,RM
27,48,59,68,56,70,CB
68,61,50,36,65,76,ST
67,59,70,32,68,67,GK
67,59,76,26,69,70,ST
65,67,54,58,70,64,CM
50,65,68,67,67,64,RB
38,54,69,66,62,79,CB
49,60,74,64,64,70,RB
47,57,77,60,65,58,LWB
59,64,76,61,64,71,LB
39,57,68,67,64,64,LB
69,57,84,30,69,67,LW
34,52,65,70,51,66,CB
33,59,54,67,57,77,CB
40,56,44,64,59,79,CDM
32,40,57,69,39,82,CB
40,59,83,60,73,65,LWB
59,59,91,29,73,49,LW
67,56,90,23,67,71,ST
66,65,70,48,70,65,GK
66,61,70,22,68,66,ST
45,58,83,59,67,63,LB
62,66,73,46,69,58,LM
38,51,78,68,68,62,LB
48,63,87,58,69,59,LM
68,68,70,60,68,63,CAM
35,55,87,62,60,69,RB
68,64,65,45,72,62,CAM
40,52,67,67,53,71,CB
36,58,79,65,61,74,CB
51,63,90,31,69,49,RM
50,56,76,62,68,66,RWB
69,53,67,21,67,63,ST
69,68,68,66,69,63,LB
45,58,90,63,62,68,LB
38,61,57,67,62,64,CB
51,66,65,64,66,68,RB
66,67,76,42,69,45,LM
65,58,71,48,71,63,GK
57,67,63,58,67,56,CAM
66,53,73,30,66,61,ST
68,55,72,33,67,71,ST
34,52,64,70,50,71,CB
54,63,78,40,72,46,RM
54,68,63,57,74,54,CAM
59,69,60,56,69,60,CAM
39,53,47,67,57,81,CB
44,50,70,69,60,73,CB
56,58,52,64,62,87,CB
54,61,40,66,59,80,CB
38,49,47,70,51,71,CB
65,67,68,61,68,69,GK
61,63,82,39,75,43,CAM
41,47,63,70,49,69,CB
38,41,38,66,36,83,CB
62,63,80,42,69,75,RM
38,59,61,68,62,69,CB
45,56,65,71,61,58,CB
26,51,60,70,50,69,CB
44,55,32,70,55,72,CB
63,62,82,31,70,58,LM
60,65,77,69,65,72,CB
57,60,76,62,68,62,LB
29,47,39,68,46,77,CB
59,65,74,56,70,59,CAM
66,70,40,61,65,72,CM
48,62,70,63,67,69,LWB
62,62,68,33,70,58,CAM
58,65,51,67,65,70,CDM
67,61,76,45,68,72,ST
23,40,51,70,35,70,CB
66,70,67,42,71,65,GK
43,57,75,65,70,67,RB
53,51,63,67,58,75,CB
54,63,85,52,69,60,RM
54,62,52,66,60,73,CDM
37,51,73,66,63,71,RB
59,62,79,26,73,42,CAM
34,54,78,63,63,72,LB
62,63,73,63,69,67,LB
37,55,74,65,64,65,RB
56,62,69,63,63,78,LB
65,65,59,67,67,76,CM
70,64,76,24,70,55,RM
63,62,69,41,72,68,GK
68,65,70,64,69,72,LW
64,62,80,36,72,57,LW
68,65,57,67,68,76,CB
34,47,59,69,43,74,CB
65,58,83,25,71,69,ST
48,49,69,65,67,65,LB
60,68,79,61,72,67,CAM
59,64,59,66,64,63,CDM
57,67,77,41,67,55,RM
66,67,67,44,67,66,LM
48,63,53,66,66,72,CDM
66,65,68,46,69,66,GK
66,53,76,23,68,68,ST
50,59,54,64,62,72,CDM
46,52,76,65,65,76,CB
68,62,66,26,66,69,ST
62,69,70,57,67,64,CM
40,50,71,67,53,75,CB
64,60,83,48,68,76,RM
32,49,60,67,48,79,CB
66,61,66,29,68,67,GK
56,67,69,59,72,62,CM
67,57,50,36,63,83,ST
66,68,74,42,65,64,CAM
65,65,77,57,64,77,CM
62,60,87,43,69,67,RM
67,62,80,30,69,67,RM
43,58,74,65,62,74,RB
59,70,42,68,65,68,CDM
67,59,77,30,71,68,ST
50,60,69,65,65,73,RB
46,63,59,66,62,81,RB
68,57,67,24,67,67,ST
33,46,50,68,49,74,CB
34,53,67,69,54,70,CB
63,59,88,19,68,66,RM
56,64,51,69,64,74,CDM
41,51,76,67,63,72,CB
69,49,61,22,62,75,ST
30,50,65,66,57,79,CB
25,46,77,66,50,76,CB
70,67,81,23,66,58,ST
58,61,91,57,69,68,RM
62,58,86,31,75,45,LW
42,57,67,69,55,76,CB
59,63,76,40,72,65,LM
63,61,84,27,71,52,RM
65,66,69,41,71,67,GK
28,46,42,67,46,79,CB
66,57,73,29,69,62,ST
57,65,72,64,76,58,CAM
69,54,62,29,65,76,ST
43,63,77,63,64,67,LB
38,61,32,69,60,72,CB
60,60,76,29,74,44,CAM
67,74,34,65,59,65,CDM
46,62,79,60,66,73,RWB
71,53,53,29,59,75,ST
67,62,67,64,66,68,CM
53,61,71,63,62,71,LB
67,69,68,43,70,65,GK
68,62,65,26,68,60,ST
36,51,69,69,57,70,CB
37,57,77,64,61,80,RB
60,65,71,60,67,70,CM
70,57,55,30,62,75,ST
52,65,65,57,73,55,CAM
52,60,82,63,67,59,LWB
50,62,81,63,70,68,RB
38,60,57,67,59,69,RB
46,62,69,63,68,68,RB
67,53,83,27,64,71,ST
69,53,78,29,69,59,ST
67,58,77,32,71,67,ST
51,56,66,68,63,66,CDM
66,67,67,43,68,66,GK
49,63,57,62,69,75,CDM
32,56,35,67,61,75,CDM
65,61,70,37,67,72,ST
66,62,81,27,68,65,LM
48,58,81,62,57,73,RB
25,38,50,70,38,74,CB
50,62,61,66,61,70,CDM
64,68,79,35,71,64,RM
50,67,62,55,70,70,CM
67,62,65,25,68,70,GK
59,63,68,51,72,64,CAM
70,57,74,28,70,59,ST
67,58,83,37,65,71,ST
57,61,66,65,66,74,RB
54,67,78,64,70,76,CDM
61,64,71,23,69,49,RM
35,51,63,66,59,78,CB
46,62,85,60,70,66,LM
55,56,60,66,60,73,CDM
44,50,68,65,48,81,CB
64,59,69,44,74,70,GK
50,57,82,61,62,68,LB
67,66,71,34,71,53,CF
41,59,69,69,61,70,CB
49,70,66,63,65,70,CDM
39,58,59,68,59,71,CB
57,70,49,48,68,71,CM
57,63,77,63,69,64,RM
67,68,67,48,67,65,CAM
67,54,78,35,66,65,ST
66,65,68,49,66,69,GK
39,49,40,68,37,78,CB
51,58,70,65,64,72,LB
43,56,72,67,60,73,CB
61,58,81,24,72,54,LM
44,63,73,64,68,68,LWB
40,57,73,65,62,69,RB
58,67,71,66,72,58,CAM
67,66,69,48,67,67,GK
63,76,44,57,66,63,CM
50,63,66,70,60,67,CB
30,57,68,66,65,75,CB
70,68,62,29,68,68,RM
24,42,58,67,46,73,CB
65,63,70,56,72,68,GK
36,50,49,69,59,69,CB
64,67,74,61,70,72,RW
72,68,67,46,64,69,CAM
65,63,68,41,68,69,GK
52,61,66,65,64,71,CDM
62,67,71,39,75,51,CAM
61,69,58,63,69,73,CM
38,51,67,69,52,74,CB
56,66,73,32,72,58,CAM
35,60,72,64,68,66,RWB
42,58,40,69,60,67,CB
58,67,65,66,67,65,CDM
58,59,57,67,58,77,CDM
67,66,46,66,65,77,CB
31,41,32,69,45,73,CB
56,62,78,63,66,52,RB
56,63,84,61,69,63,LM
60,67,72,37,65,51,RM
64,62,77,46,70,52,RW
56,67,70,65,69,70,CDM
28,49,61,67,55,75,CB
35,60,63,67,58,57,CDM
43,51,36,70,59,73,CB
53,66,55,65,66,69,CM
67,63,81,28,69,51,CF
53,61,70,67,62,77,CDM
64,67,55,68,66,64,CDM
50,61,77,63,65,65,RB
66,62,85,39,70,62,LM
34,56,63,67,62,67,CB
36,53,74,69,63,66,CB
53,63,82,66,65,78,CB
70,68,69,42,66,68,GK
27,43,75,68,48,70,CB
47,61,62,67,57,71,CB
72,71,69,35,67,57,RM
35,52,33,69,43,69,CB
31,47,47,68,44,77,CB
66,63,74,47,73,59,RW
59,59,78,58,68,81,RM
69,66,72,47,61,80,RM
62,64,76,56,70,74,RM
61,62,79,31,73,60,LM
66,65,72,43,69,64,GK
45,50,73,66,56,76,CB
67,50,81,26,60,73,ST
43,51,68,67,55,74,CB
60,58,91,31,73,44,RM
35,50,32,65,51,80,CB
55,58,58,68,52,75,CB
57,62,46,66,62,69,CDM
24,46,47,70,48,72,CB
61,67,59,57,66,76,CM
68,54,79,29,67,68,ST
68,55,90,26,67,62,ST
67,62,81,36,69,61,RW
41,60,70,64,65,66,RB
60,63,84,58,68,66,RM
65,75,70,45,71,67,GK
68,67,65,65,66,66,LB
67,52,73,31,65,72,ST
54,66,60,65,66,65,CDM
29,46,54,70,58,66,CB
45,62,54,68,59,75,CB
30,55,61,68,61,67,CB
39,60,38,70,44,73,CB
67,60,80,20,75,57,RW
38,51,63,67,53,74,CB
64,67,73,60,73,68,CAM
50,63,75,64,63,72,RB
57,66,75,63,69,68,CM
65,61,81,36,69,63,LW
58,66,78,62,71,70,LM
61,56,80,25,81,54,CAM
26,44,33,69,42,75,CB
62,59,85,48,71,65,RM
39,56,73,67,61,70,CB
56,62,86,42,71,51,LM
52,56,58,67,61,73,CB
37,58,83,65,66,84,CB
56,62,60,66,59,70,CDM
59,59,86,39,72,48,LM
66,64,77,31,73,64,CAM
70,65,68,30,68,68,ST
46,61,85,63,70,61,RM
65,67,76,52,67,60,RM
29,42,62,70,44,73,CB
53,61,77,67,67,82,CDM
64,52,77,27,66,72,ST
57,60,68,59,70,71,CM
25,47,61,67,43,77,CB
68,69,71,57,70,63,CAM
60,68,72,54,73,50,RM
70,69,66,19,73,64,GK
57,67,73,65,69,80,CDM
67,64,68,49,68,67,GK
47,59,72,61,67,74,RB
67,65,72,52,63,66,GK
37,56,39,68,49,76,CB
32,56,83,63,63,65,RB
69,65,71,32,70,62,RW
68,56,79,36,68,65,ST
42,59,81,64,67,70,RWB
70,63,65,29,68,70,ST
66,59,68,41,65,72,ST
65,65,72,61,66,77,CM
62,57,88,26,72,65,LM
61,57,84,36,71,66,RM
56,64,64,65,68,60,CDM
34,51,63,69,54,67,CB
67,61,75,26,66,61,ST
62,67,75,57,69,59,CAM
54,67,64,65,67,60,CM
64,67,83,37,68,67,RM
62,63,89,39,68,63,RW
65,59,80,29,70,67,ST
57,68,81,66,71,68,CDM
64,63,78,63,71,67,CAM
72,46,57,29,61,70,ST
68,64,69,41,71,69,GK
48,63,54,67,64,63,RWB
67,52,62,33,61,75,ST
28,39,56,67,43,79,CB
39,54,68,67,53,73,CB
70,53,46,36,53,78,ST
25,48,54,68,53,79,CB
66,58,81,41,72,73,ST
63,64,78,34,70,57,RW
66,48,75,32,65,73,ST
65,63,66,68,64,73,CB
53,57,64,66,56,80,CB
46,62,57,66,62,78,CB
38,58,77,62,65,67,RB
68,50,70,38,64,69,ST
37,63,73,64,66,62,RWB
66,63,64,32,68,67,CF
24,48,70,67,57,80,CB
61,66,79,62,73,61,CAM
66,69,68,46,70,65,GK
54,60,72,63,65,73,RB
68,66,69,25,69,68,GK
64,66,73,30,71,57,LW
50,63,59,64,65,77,CDM
51,63,60,66,63,73,CDM
38,57,68,66,65,67,CDM
27,59,91,58,65,70,RB
56,65,75,61,73,62,LM
65,66,70,33,70,53,CAM
50,65,72,63,66,75,LB
38,61,52,74,65,60,CB
69,52,71,25,65,63,ST
40,54,75,66,60,78,CB
30,50,49,69,51,68,CB
63,68,73,48,70,60,CAM
34,53,56,69,58,72,CB
67,56,68,25,65,62,ST
37,61,72,63,68,68,RB
65,67,74,64,69,75,RM
65,53,89,23,67,74,ST
41,44,58,68,45,75,CB
36,56,49,69,57,74,CB
66,64,69,46,67,70,GK
37,45,32,68,50,77,CB
39,60,86,61,68,73,LWB
47,57,71,66,67,68,RB
24,39,72,67,49,77,CB
61,63,73,63,67,67,CM
67,62,72,21,71,55,CAM
66,70,84,52,74,62,CAM
26,47,51,67,51,79,CB
65,68,63,26,60,72,CAM
66,50,72,41,65,69,ST
65,56,74,34,62,75,ST
58,61,86,61,68,55,LB
52,53,50,68,54,77,CB
46,59,66,64,62,74,CDM
63,65,72,32,70,53,LM
65,69,73,52,68,65,LM
60,68,55,66,66,63,CDM
61,62,83,51,71,61,RW
68,54,60,30,62,65,ST
60,61,76,63,63,78,LB
65,62,72,30,73,53,LW
63,57,81,25,74,43,CAM
49,63,68,68,65,64,RB
24,37,35,70,49,75,CB
33,49,30,70,42,72,CB
66,65,61,63,69,78,RB
65,66,75,49,74,66,RM
43,56,75,64,62,68,LWB
63,54,90,27,73,62,LW
56,63,87,33,74,42,RW
51,65,61,63,70,62,CDM
57,62,86,37,71,63,RM
38,56,59,67,55,73,CB
36,47,35,68,45,69,CB
65,66,68,42,69,66,GK
43,61,63,66,62,69,CDM
66,45,64,25,62,79,ST
65,61,73,42,69,67,GK
43,56,73,66,64,77,CB
59,62,65,61,66,75,CDM
24,55,72,64,66,61,RB
70,65,62,27,65,66,ST
68,50,63,30,67,67,ST
41,54,53,68,57,75,CB
70,45,66,24,63,66,ST
69,55,64,28,58,74,ST
44,54,56,66,61,80,CDM
55,63,83,58,72,66,RM
65,67,69,65,67,70,CAM
59,62,45,69,57,71,CB
24,46,43,69,41,69,CB
31,59,93,59,68,67,RB
63,64,71,40,69,67,GK
58,64,74,61,69,59,RM
47,58,49,66,68,76,CB
45,64,69,63,67,64,CDM
48,66,73,64,71,67,CM
45,48,34,68,43,75,CB
51,66,65,58,69,76,CM
43,51,83,63,63,68,RB
62,62,70,50,71,65,GK
69,64,68,25,68,68,GK
67,64,80,34,74,55,CAM
28,54,56,70,60,64,CB
41,60,72,67,44,82,CB
61,63,71,21,69,66,LM
54,66,70,65,68,75,CDM
54,58,81,62,65,70,RB
61,72,65,57,69,64,CM
68,59,77,31,69,69,ST
34,47,60,70,48,75,CB
63,59,82,49,66,65,LM
38,47,51,70,45,67,CB
64,56,93,35,70,67,RM
67,64,74,64,69,73,CF
62,67,77,58,72,66,CAM
55,64,77,42,68,64,RM
64,55,87,36,73,65,ST
65,50,75,43,66,78,ST
60,67,42,68,63,64,CB
48,56,80,68,65,75,CDM
59,65,64,58,64,71,CM
65,62,80,47,71,67,CAM
51,61,49,67,62,70,CB
30,48,64,67,57,75,CB
64,65,81,27,74,57,CAM
49,62,81,61,66,70,RWB
58,70,66,46,71,62,CAM
60,64,57,64,61,69,CDM
35,54,85,63,64,67,RB
48,61,81,60,64,65,LB
50,61,70,67,71,56,CDM
64,64,71,21,72,54,CAM
61,57,92,45,69,75,RM
67,66,69,31,71,58,RW
63,61,83,52,68,65,RM
63,61,68,64,64,78,CDM
38,60,73,66,62,74,CB
62,66,70,63,69,70,CM
65,67,76,58,71,69,CAM
67,64,71,36,70,72,ST
69,56,57,39,63,77,ST
72,62,63,56,66,71,GK
67,60,81,23,69,73,RM
46,61,54,68,65,75,CB
67,65,69,58,71,68,LM
65,67,69,50,71,66,GK
69,63,75,34,69,56,CAM
66,61,88,35,73,64,ST
37,45,56,69,41,72,CB
66,58,78,33,71,71,RM
66,53,67,41,62,73,ST
67,60,71,42,67,73,ST
65,70,67,51,70,68,GK
65,68,77,63,70,79,RM
67,72,34,45,71,48,CM
48,55,59,67,59,78,CB
68,67,75,36,72,52,LW
65,68,65,46,70,51,CAM
62,69,71,39,71,64,GK
51,66,55,61,64,74,CM
59,70,67,54,73,58,CAM
66,68,71,26,69,65,GK
69,65,84,36,70,63,RM
45,55,58,68,57,75,CB
61,67,53,62,64,73,CDM
65,56,91,28,70,77,ST
66,68,58,49,70,53,CAM
36,61,74,63,68,59,RWB
58,61,59,61,65,65,CM
42,47,41,68,48,76,CB
70,69,66,49,70,77,CAM
25,52,66,64,57,70,RB
45,62,72,63,67,58,CDM
63,59,86,30,66,79,CF
67,69,69,30,71,70,GK
67,49,64,25,67,68,ST
70,61,80,22,73,50,RW
55,59,34,68,60,74,CB
43,57,90,61,67,71,RWB
71,50,75,23,67,56,ST
64,61,79,42,68,67,RM
63,70,68,45,70,68,GK
41,59,69,66,60,69,LB
33,43,59,68,52,74,CB
33,59,66,68,64,62,RB
61,64,34,69,62,69,CB
64,64,54,67,64,78,CDM
61,62,62,66,64,67,CDM
49,58,91,60,65,68,RWB
62,70,67,57,68,68,GK
68,71,68,53,67,65,CAM
40,46,71,68,49,77,CB
35,41,56,69,41,79,CB
66,61,70,36,69,70,GK
45,58,40,69,55,64,CB
69,64,69,48,70,66,GK
65,67,47,45,72,69,CAM
64,56,81,23,74,60,RW
66,62,70,38,71,63,GK
68,62,76,31,75,41,LW
59,65,66,58,70,68,CM
70,68,69,22,71,71,GK
29,52,73,67,59,77,CB
62,68,79,46,70,51,LM
58,56,91,25,71,59,RM
67,62,83,32,71,63,RM
56,63,81,67,68,76,CDM
69,71,52,64,66,64,CM
34,62,79,62,60,70,LB
46,50,76,65,43,84,CB
71,56,74,32,66,69,ST
67,66,71,46,71,55,CAM
72,75,57,32,72,67,GK
41,46,59,67,41,75,CB
67,54,85,31,69,70,ST
67,62,81,37,71,63,LW
62,65,67,57,73,67,GK
67,65,70,53,68,65,GK
33,52,68,66,53,80,CB
61,65,71,61,67,81,CM
64,70,67,50,68,66,GK
47,59,71,64,63,72,RB
63,66,70,39,72,52,CAM
69,44,74,39,64,68,ST
28,48,55,67,54,75,CB
36,51,69,67,60,75,CB
64,60,82,32,69,59,RM
47,65,59,66,64,74,CB
63,67,66,67,68,69,LB
60,68,66,64,70,76,RB
54,62,58,69,64,75,CDM
24,53,52,69,43,73,CB
68,52,67,36,64,69,ST
64,49,87,29,65,81,ST
64,65,72,51,72,68,GK
56,66,54,58,67,75,CM
41,59,76,65,66,67,RWB
61,60,88,56,74,66,LM
64,64,77,31,67,62,RM
51,61,70,64,67,74,CDM
51,55,73,64,62,63,RB
61,63,72,46,70,66,LM
64,70,56,65,65,72,RB
64,63,70,57,70,65,GK
64,70,65,29,69,68,GK
67,55,82,26,68,65,ST
49,57,63,63,69,77,CDM
43,60,79,59,67,70,LB
62,63,70,34,69,62,GK
64,62,69,23,65,68,GK
67,58,76,36,71,63,ST
58,63,75,59,66,72,RM
43,61,68,62,64,73,RB
66,60,81,36,70,59,ST
39,59,66,63,70,68,LWB
39,52,66,67,50,76,CB
36,49,51,67,46,75,CB
41,58,77,61,65,72,LB
62,65,64,59,71,65,CAM
51,59,64,64,66,71,LWB
64,66,71,60,65,72,CM
63,55,65,34,73,64,GK
53,60,73,63,65,74,LWB
54,62,63,58,69,68,CM
42,59,73,63,62,75,LB
68,58,72,27,66,72,ST
35,53,76,62,67,48,LB
65,70,57,44,69,63,CAM
63,65,70,57,71,70,CAM
63,61,82,28,73,52,LW
66,62,65,46,67,69,GK
43,60,85,54,66,68,LWB
66,67,65,49,65,70,CAM
68,49,72,36,66,70,ST
