ShootingTotal,PassingTotal,PaceTotal,DefendingTotal,DribblingTotal,PhysicalityTotal
66,60,94,41,70,68
52,67,83,64,74,71
69,53,69,43,69,76
70,65,80,32,73,66
53,60,66,69,65,79
57,69,79,64,71,70
53,55,57,72,55,77
73,67,67,28,67,70
65,70,74,67,71,72
67,66,77,39,72,65
33,49,54,71,50,73
37,51,58,71,48,78
36,48,63,70,44,83
46,54,32,71,50,82
39,54,83,72,55,71
72,74,52,63,74,59
35,54,59,73,56,73
52,64,68,70,67,68
38,53,68,72,56,74
50,63,54,66,64,83
69,70,71,43,74,68
47,64,78,64,70,70
69,69,70,47,76,60
28,47,62,70,48,81
43,53,67,71,57,75
62,66,79,40,74,61
70,72,52,66,71,69
67,72,74,43,75,67
66,67,74,40,73,63
61,64,83,64,67,77
31,47,58,72,55,66
46,56,32,72,49,75
69,75,48,60,68,70
71,60,77,31,71,67
62,71,70,56,72,64
71,68,73,43,73,74
69,48,67,34,69,75
52,60,70,67,70,66
68,64,71,27,70,72
65,66,81,46,73,59
65,64,80,32,77,39
66,66,84,31,74,66
69,60,73,40,67,81
70,54,66,35,65,78
29,48,64,70,45,81
52,64,78,65,71,78
67,69,72,45,72,69
64,64,82,54,74,62
71,70,78,38,72,58
62,70,78,44,79,63
56,65,74,33,75,48
70,64,75,50,72,69
45,62,69,67,63,74
67,70,75,48,74,53
65,67,67,70,72,69
73,62,89,29,76,55
71,68,79,39,74,66
42,54,74,67,58,74
71,53,50,33,58,77
67,69,61,72,73,77
41,55,69,71,58,74
62,68,65,68,71,79
62,65,63,66,68,72
49,65,59,67,63,72
70,68,62,64,68,80
70,62,66,45,66,77
51,60,66,69,60,78
71,68,72,63,77,50
42,63,77,67,67,67
46,66,69,68,66,71
67,63,83,33,77,51
71,50,69,28,65,80
66,65,81,50,76,65
70,63,72,31,72,69
57,69,70,67,69,78
52,66,72,69,66,63
70,64,74,29,74,70
68,66,74,33,76,60
56,64,73,68,68,83
66,68,81,44,73,52
44,65,69,69,67,70
65,62,83,46,72,64
75,58,70,26,69,61
59,64,52,72,64,76
70,60,85,31,75,58
68,66,71,24,74,69
74,65,73,38,69,63
31,39,41,73,51,78
58,64,75,68,67,79
67,64,72,41,75,69
43,59,74,68,65,63
49,60,77,67,72,72
41,58,66,70,61,76
35,59,61,72,66,73
71,72,53,60,72,72
63,69,79,44,71,61
66,65,87,30,75,42
70,74,69,62,73,66
36,55,47,72,52,63
28,56,59,70,59,72
71,66,77,43,76,63
36,60,87,64,68,67
58,64,77,44,77,56
49,61,84,65,69,67
43,46,51,75,42,71
69,67,83,47,70,72
60,67,87,23,74,41
50,63,75,66,73,66
47,64,75,68,71,57
49,67,87,64,70,74
61,66,69,68,68,75
70,75,70,42,71,70
48,62,68,69,67,80
70,74,44,42,70,55
29,46,52,71,47,73
67,70,71,67,72,74
70,72,70,62,73,58
67,69,72,44,73,70
66,62,88,57,72,68
70,74,71,35,69,72
71,74,67,33,70,72
44,67,48,69,70,72
46,57,56,71,58,81
35,49,55,71,51,80
44,54,68,71,49,75
62,68,53,70,67,85
67,65,81,44,73,64
72,64,84,35,75,52
73,68,71,30,75,74
73,69,61,16,70,73
44,53,49,70,49,81
69,62,83,41,73,73
67,70,72,52,74,68
59,72,77,66,63,71
36,54,66,71,62,73
52,63,85,63,73,66
70,60,76,39,65,71
72,58,72,35,69,72
62,67,74,40,71,63
45,67,69,68,68,65
44,61,74,67,69,62
54,61,67,69,67,76
71,66,72,29,76,73
66,60,90,39,76,73
33,49,41,70,51,78
61,67,62,65,67,74
68,69,84,56,73,60
69,66,71,42,71,71
72,69,74,42,72,69
68,67,80,31,73,61
64,72,61,61,72,63
49,64,55,66,68,74
69,68,67,61,72,75
64,64,92,38,73,62
39,49,71,71,60,79
49,68,46,72,66,67
42,56,85,69,64,78
71,61,75,37,69,69
64,65,80,53,74,57
61,71,64,66,73,68
67,71,75,53,73,69
65,70,75,65,71,69
68,72,69,65,72,66
71,67,74,28,74,71
32,55,50,71,56,74
66,71,73,50,74,59
68,66,81,41,73,64
72,60,70,27,70,69
37,63,73,72,65,69
60,67,86,54,75,63
73,72,65,56,72,65
38,52,51,71,58,79
73,59,69,32,69,70
68,67,85,40,73,63
49,58,67,73,65,74
67,63,70,33,72,73
71,48,71,31,65,66
65,71,69,57,72,68
40,60,76,68,63,72
53,73,63,56,75,46
60,67,88,47,74,67
41,67,67,70,67,76
54,73,76,41,77,47
71,52,63,30,63,76
70,66,70,35,72,73
69,62,63,41,77,62
60,65,68,67,64,72
72,57,57,28,67,63
34,62,72,68,72,63
52,67,66,68,62,78
70,71,64,42,74,64
34,42,62,70,51,70
63,65,91,36,74,42
63,73,69,37,72,56
62,67,72,67,66,80
49,57,60,69,49,74
49,63,73,67,62,65
44,59,79,68,68,71
62,63,92,44,72,71
68,71,76,22,73,59
59,67,73,64,74,61
70,76,70,48,72,71
71,55,72,29,68,69
69,66,82,52,74,70
57,68,72,66,65,71
69,66,71,32,72,70
49,64,68,71,69,72
66,62,87,32,75,63
40,62,73,71,70,74
68,64,77,43,75,65
59,65,66,64,70,67
62,68,56,36,75,60
34,59,62,73,58,74
72,54,77,27,65,78
52,65,82,64,71,67
60,65,86,27,76,45
66,63,91,57,76,61
67,73,72,57,72,69
69,55,70,32,68,77
72,63,83,37,70,64
72,69,80,51,71,74
57,57,56,70,60,81
71,54,66,27,63,71
68,73,78,43,72,71
71,69,73,68,69,81
39,60,74,68,67,75
38,62,71,68,66,68
68,57,88,36,73,70
47,53,67,70,56,83
33,46,53,71,53,75
61,64,69,66,73,64
32,53,61,72,63,69
63,66,75,32,76,52
27,57,72,71,54,73
69,68,71,33,70,69
26,49,73,71,55,74
55,66,71,68,71,75
61,68,62,63,71,66
60,67,81,32,76,51
67,73,67,64,70,72
53,63,83,66,69,75
38,44,47,72,44,76
45,67,68,69,65,74
68,72,69,61,72,69
70,65,82,23,75,58
73,60,66,32,65,80
71,71,61,55,70,70
45,51,49,73,47,77
69,67,73,50,71,75
64,67,78,34,77,49
44,60,82,65,68,73
56,64,75,65,71,65
66,70,57,68,69,74
45,66,79,66,69,71
73,61,33,36,62,61
74,61,70,29,72,61
67,69,72,47,71,69
58,73,68,54,75,65
26,39,48,71,41,81
71,48,70,25,69,76
69,61,49,42,60,81
43,48,34,70,59,72
69,65,76,40,71,64
69,69,75,32,75,63
56,66,69,68,75,71
70,68,71,56,74,70
71,62,58,39,67,78
23,44,68,71,51,76
72,60,75,32,67,70
69,65,72,53,73,68
54,60,70,67,60,70
70,57,78,29,68,70
70,67,72,46,72,63
74,66,68,27,63,81
47,51,61,71,58,77
55,68,81,66,67,71
25,50,76,71,46,74
52,63,78,67,71,75
60,70,60,63,69,72
40,45,55,73,52,78
66,63,82,34,69,79
67,67,57,68,65,85
54,67,44,68,67,74
68,69,82,55,74,58
32,59,62,73,56,74
69,52,62,31,69,75
67,72,51,68,67,69
62,71,70,69,73,70
63,70,61,66,71,77
65,72,71,48,75,53
34,49,67,71,49,74
62,72,69,66,73,74
34,43,60,71,43,80
67,69,77,35,73,64
69,66,77,47,74,71
73,51,65,32,64,80
55,59,66,72,65,70
55,62,68,71,67,65
58,72,69,55,77,68
72,44,74,29,73,59
66,57,78,49,76,62
58,64,71,69,65,73
30,49,58,72,50,75
62,64,57,66,64,72
57,69,62,67,63,75
66,68,75,35,72,58
47,61,64,69,69,71
68,60,86,32,73,66
50,67,68,71,64,75
58,65,43,74,67,73
64,73,61,66,71,73
67,72,77,39,71,61
66,64,87,27,75,54
29,55,80,74,51,72
70,70,74,35,73,72
71,70,62,63,71,76
37,60,81,67,69,66
66,70,88,34,71,67
68,66,75,54,73,68
57,69,68,70,69,74
35,50,73,71,55,76
70,67,74,39,73,66
57,68,77,68,64,59
66,55,90,26,73,70
71,62,77,42,72,64
72,74,64,53,72,62
63,77,54,68,63,70
45,61,66,69,62,72
74,66,82,31,72,67
57,62,78,67,72,62
49,63,71,70,61,75
57,67,75,67,71,68
60,64,85,63,72,71
37,47,58,71,49,72
65,61,80,67,66,78
76,53,40,40,58,84
68,62,82,22,76,61
61,70,73,33,75,57
72,54,69,28,70,69
70,60,74,29,69,71
69,69,73,28,75,54
66,73,72,57,72,60
71,58,71,33,68,69
45,58,62,67,63,78
70,53,76,40,67,75
45,64,73,68,62,72
62,68,80,36,74,61
70,54,69,30,71,74
64,68,74,64,71,68
69,66,70,29,72,71
54,68,75,26,80,62
52,62,71,68,68,74
70,50,87,19,72,51
71,61,75,44,68,74
68,72,70,57,72,72
66,69,70,56,76,59
63,63,81,25,77,56
67,66,74,24,74,62
67,62,82,25,73,64
48,60,62,69,68,79
68,67,82,49,75,55
28,57,70,72,61,70
26,49,61,72,53,75
68,58,72,45,72,69
33,54,62,72,54,73
49,64,74,66,69,71
66,65,85,38,73,64
67,70,73,48,75,65
58,58,86,61,73,69
60,73,47,65,63,75
72,67,66,37,67,79
61,65,77,38,73,62
59,63,85,65,69,61
29,42,43,73,47,72
60,70,66,68,71,72
48,65,55,74,65,70
61,71,55,64,70,70
70,74,59,38,72,66
45,61,74,68,69,67
60,72,62,68,69,67
59,57,59,72,60,71
71,75,46,64,76,61
63,71,82,38,73,54
68,74,72,35,73,70
73,54,68,32,66,78
30,42,70,71,58,73
70,69,72,62,70,75
47,52,75,69,55,79
62,67,76,41,75,69
63,69,76,37,72,63
34,43,64,70,48,80
71,60,71,40,69,71
73,60,66,36,69,71
71,66,80,36,76,68
68,59,78,22,74,57
67,73,71,48,75,67
47,67,50,69,69,78
68,67,69,51,74,70
61,70,66,39,73,55
55,56,57,70,63,82
69,63,66,69,66,74
61,67,69,69,67,72
57,65,75,69,71,70
42,63,49,71,60,69
69,73,59,62,71,68
58,62,69,70,72,70
73,66,68,37,72,72
68,63,78,24,75,58
58,68,69,67,71,71
66,73,65,64,71,69
26,59,73,68,66,61
49,51,63,70,55,77
70,62,81,37,70,69
70,65,72,52,73,72
42,59,69,67,63,76
35,53,67,70,58,78
54,59,82,72,71,83
56,63,86,65,71,70
64,68,75,53,73,68
36,66,52,72,61,70
55,69,61,66,64,80
65,73,66,59,73,54
68,70,64,44,72,51
67,43,77,43,67,78
57,64,90,61,72,69
64,69,75,68,69,75
67,64,70,39,71,70
30,57,69,72,61,70
46,60,66,67,64,88
38,56,55,70,62,81
61,66,70,67,67,75
56,67,61,62,66,58
71,55,76,26,72,63
66,70,78,66,72,75
35,50,51,71,55,71
71,71,68,26,74,43
61,66,86,68,75,60
70,69,75,35,71,73
64,66,89,27,73,68
26,53,65,71,56,75
30,50,66,74,47,71
65,69,69,47,75,73
31,42,57,73,49,67
65,71,82,27,75,39
68,70,78,43,74,63
70,67,68,50,73,62
67,70,73,25,73,67
70,61,75,41,71,70
48,63,77,66,68,76
67,73,72,38,72,52
65,68,75,31,73,48
76,61,72,36,64,62
55,60,28,66,60,75
69,62,73,45,72,70
38,53,79,70,61,79
50,57,45,73,59,73
31,40,58,72,44,77
70,55,71,28,67,72
44,54,78,70,55,76
41,50,51,69,46,78
41,47,50,69,56,82
60,60,35,70,68,75
64,64,85,38,73,62
65,70,74,68,71,71
74,57,67,24,68,78
70,64,72,43,71,67
56,64,66,67,73,74
69,60,76,39,64,75
74,60,67,29,71,60
53,64,85,67,67,52
70,67,69,37,74,61
27,50,64,69,55,78
64,69,65,65,68,82
51,66,81,66,70,67
45,66,83,64,72,77
63,71,82,26,78,46
47,47,59,70,56,77
30,43,72,70,49,76
48,65,81,65,69,70
69,65,78,27,72,61
63,70,67,40,73,58
65,64,81,51,73,70
71,83,69,48,70,70
41,56,81,69,58,61
44,68,75,68,58,75
33,40,47,72,41,80
61,69,70,53,76,60
55,76,53,63,70,56
73,73,49,30,74,58
64,63,48,72,65,73
76,60,67,29,69,62
43,71,75,65,70,76
70,67,69,41,70,71
29,44,57,71,54,73
45,61,76,68,70,65
70,62,70,38,65,70
53,61,89,62,68,56
54,61,71,71,67,78
39,59,75,67,64,77
62,66,77,66,77,68
69,90,71,35,75,64
69,57,55,34,68,76
67,70,70,25,73,72
72,68,71,53,71,71
69,69,75,42,77,61
71,59,72,33,70,67
42,55,44,72,57,76
64,70,77,62,73,69
61,68,78,66,68,72
57,68,63,66,64,79
58,65,73,67,72,75
72,53,64,30,67,76
59,67,75,66,70,72
43,54,45,70,52,78
62,64,86,29,76,58
55,63,78,65,71,71
67,67,72,34,73,70
68,70,70,41,72,62
64,66,80,42,69,68
65,71,72,65,70,73
59,70,64,68,63,75
75,63,63,36,72,72
69,67,74,67,75,44
26,48,65,71,40,74
69,70,70,59,72,68
35,56,59,72,48,67
69,73,57,64,70,65
64,65,84,57,72,66
66,60,91,28,76,53
58,66,74,66,73,76
49,64,36,73,52,76
68,67,74,38,72,60
72,67,75,38,70,69
57,66,75,65,68,73
68,71,68,52,73,72
72,58,33,43,62,77
68,73,71,29,73,73
72,73,61,40,77,67
62,67,61,65,71,73
55,64,32,64,65,75
32,57,66,73,55,72
65,69,74,61,75,66
68,70,65,46,74,60
34,49,53,72,53,78
77,51,38,27,62,71
68,67,76,41,73,62
67,70,69,58,70,60
70,69,75,40,75,58
72,50,70,40,59,78
71,69,82,34,71,65
18,42,56,73,52,70
62,71,53,62,70,68
36,60,79,66,68,67
63,60,82,25,74,62
68,72,67,63,75,73
57,62,78,66,63,80
30,48,51,72,50,78
70,62,68,31,68,77
62,65,65,71,65,75
61,72,65,64,71,64
62,65,77,37,74,48
73,62,59,30,66,68
65,69,70,55,66,62
55,60,49,74,59,68
39,63,73,68,68,75
73,73,52,47,71,55
72,73,76,44,76,66
58,63,47,71,58,81
62,56,89,43,77,60
51,60,70,70,63,74
28,44,65,71,48,74
63,69,72,25,73,58
54,65,72,71,65,67
43,49,59,70,58,78
63,70,75,55,75,65
37,55,69,71,62,74
67,62,93,25,71,72
66,69,63,68,69,75
74,54,46,39,70,72
67,71,57,58,71,65
71,63,75,38,68,71
72,65,80,26,75,65
61,66,74,65,71,69
33,41,43,73,51,67
48,55,35,73,52,72
45,61,71,70,63,75
30,52,81,70,68,59
73,63,68,32,65,68
71,56,71,38,65,78
67,70,72,37,74,63
73,60,63,31,66,75
65,62,83,34,73,69
39,59,77,70,64,76
60,61,84,63,72,78
64,65,55,69,65,77
61,65,82,54,76,58
52,66,76,66,68,74
71,57,62,43,68,67
63,72,67,65,73,62
68,69,72,46,73,73
72,68,71,28,73,62
59,73,57,69,70,68
68,67,72,42,72,69
47,64,81,69,65,82
70,62,77,26,75,52
69,68,72,59,71,71
38,56,32,70,52,81
68,67,71,40,71,69
24,46,53,72,48,79
62,71,69,63,72,64
69,64,72,39,73,70
67,67,69,44,75,48
55,65,68,68,68,69
69,70,83,64,73,61
65,67,81,39,75,54
77,76,61,35,73,70
65,68,65,71,68,71
66,60,85,32,76,61
63,64,75,68,71,60
70,68,67,40,71,75
64,70,67,68,72,79
37,56,32,72,51,69
34,44,40,70,57,78
45,51,68,70,60,79
50,68,79,63,70,72
65,70,75,36,72,57
50,58,63,70,45,79
28,49,41,72,58,75
62,70,68,46,73,61
47,58,32,71,52,74
42,56,71,71,64,66
61,63,65,71,60,77
70,69,73,25,73,70
50,62,63,71,61,78
43,59,71,70,67,79
35,49,62,71,51,75
66,72,73,28,73,70
69,68,70,40,72,69
67,70,66,42,73,66
44,58,48,71,54,73
69,68,75,63,72,70
49,61,75,67,66,81
65,65,61,72,65,73
57,69,62,70,66,70
60,71,70,63,73,69
31,46,34,70,50,81
66,67,79,34,77,68
69,67,75,55,74,67
60,67,65,68,65,70
61,65,78,65,69,69
72,60,68,36,66,74
62,68,61,65,65,73
67,68,55,69,68,72
55,68,70,66,69,68
37,50,67,72,55,75
69,69,83,69,72,82
62,66,72,59,75,64
35,51,72,70,45,78
76,78,62,44,72,59
32,66,68,68,65,70
66,69,77,68,72,77
69,71,64,67,70,67
70,70,69,32,69,68
64,67,71,56,77,54
70,65,75,26,72,72
38,61,66,68,62,58
38,51,58,70,61,78
57,62,52,69,60,75
72,72,71,24,72,76
67,66,80,25,73,65
44,60,87,66,68,79
38,49,61,72,58,73
63,67,78,54,68,72
54,66,55,73,61,71
64,68,43,67,61,81
44,55,63,70,55,80
28,48,71,68,44,81
65,69,61,57,73,75
61,70,60,71,68,68
68,64,41,73,64,76
72,60,72,32,67,69
46,56,47,71,50,76
57,67,75,67,73,71
59,67,65,67,73,66
60,71,73,43,75,53
68,76,72,46,73,68
70,52,83,28,70,73
45,61,36,69,63,80
65,69,73,66,71,77
49,65,78,67,70,70
68,74,65,66,68,76
29,46,41,73,43,69
66,71,80,25,73,61
64,62,83,30,73,67
43,60,86,63,68,67
63,68,72,35,75,54
72,65,74,29,71,72
69,72,49,70,70,66
66,71,52,64,68,71
48,57,87,64,70,70
36,56,67,71,60,71
50,62,66,69,65,75
69,68,75,37,72,58
48,62,84,67,66,76
59,66,92,48,67,70
38,60,36,69,60,72
69,65,72,41,72,71
54,63,83,64,68,70
67,68,69,49,74,61
48,40,43,70,40,81
70,70,71,50,72,68
74,52,59,32,61,77
42,61,75,66,68,74
70,67,84,65,68,83
66,70,81,43,76,67
67,56,80,37,74,60
69,61,69,42,72,73
66,67,76,64,71,71
58,69,47,72,65,67
66,75,62,58,71,64
52,67,69,68,66,71
63,66,83,26,72,70
73,54,75,28,65,73
70,61,76,40,71,75
47,65,73,66,70,72
37,56,74,71,66,65
40,60,85,66,73,60
66,69,73,58,73,75
68,68,76,34,73,53
64,70,72,69,73,60
53,60,70,69,64,75
55,58,87,68,68,85
58,63,75,65,62,73
46,67,64,67,73,63
35,42,75,72,40,71
39,55,73,68,64,67
47,60,36,72,55,64
29,48,59,69,36,73
66,67,75,38,73,59
47,66,42,67,66,73
53,67,69,69,70,78
56,62,90,42,73,64
51,64,73,67,72,67
34,51,70,70,51,75
69,61,81,41,71,65
71,64,85,32,70,66
67,54,85,26,73,66
63,66,79,34,76,57
65,67,56,65,62,75
56,65,53,68,65,68
35,46,64,69,51,79
63,61,78,39,78,52
68,58,76,35,75,64
66,60,70,48,74,70
64,64,77,24,72,69
62,70,75,62,75,60
50,61,69,70,65,75
71,66,71,29,72,64
34,56,55,71,60,72
65,65,74,50,70,76
67,66,72,43,73,54
37,47,68,73,53,68
67,62,90,31,71,67
61,66,71,64,73,73
62,64,87,53,71,63
49,59,80,65,66,67
73,50,79,23,74,57
68,66,69,49,69,72
47,62,67,69,66,68
68,60,68,43,70,70
65,70,76,34,72,65
54,65,63,70,62,72
72,53,56,26,65,74
74,63,68,24,69,62
49,59,77,63,69,68
54,67,75,63,67,76
61,64,82,69,70,71
65,65,70,40,73,68
58,64,78,65,71,65
63,63,76,41,73,64
65,61,92,41,73,52
52,64,65,69,59,71
71,47,63,32,62,76
59,67,80,65,72,66
63,62,87,29,77,62
63,52,72,66,56,46
65,69,66,69,69,79
69,63,73,46,67,74
72,60,89,39,70,65
67,66,63,61,69,72
55,69,68,67,58,65
69,64,69,48,71,68
70,65,89,29,74,54
49,59,85,66,70,58
65,64,78,39,77,65
55,63,46,68,63,74
33,44,64,68,61,79
64,50,73,24,67,72
70,68,71,52,71,82
67,71,67,64,71,70
58,57,69,70,64,77
63,68,68,63,69,71
58,70,75,61,73,55
70,62,61,28,65,79
46,61,70,70,61,70
70,69,78,31,74,58
69,58,78,35,67,73
54,64,79,63,69,60
57,61,61,66,65,75
60,67,77,63,69,73
72,55,87,24,72,61
63,67,70,31,72,68
54,69,68,68,73,59
65,68,75,39,72,50
62,77,72,38,74,66
73,50,69,25,60,63
52,67,67,67,71,73
64,66,79,67,71,81
48,64,77,64,64,72
38,59,68,70,63,76
36,58,78,64,65,79
72,64,67,35,70,71
59,62,52,69,55,79
69,59,80,26,78,59
36,48,77,72,58,70
72,60,72,24,64,67
68,59,83,33,70,68
66,72,70,41,71,70
47,64,82,63,69,70
60,64,65,67,67,75
59,65,83,60,68,72
71,61,76,34,71,73
63,65,73,70,69,73
64,66,75,69,69,77
30,40,61,71,40,74
68,53,75,29,70,70
36,53,63,71,53,75
65,68,70,65,71,65
33,51,73,72,50,71
62,66,68,66,64,76
68,62,78,32,70,60
21,45,49,69,56,77
67,65,76,65,72,82
52,53,61,71,48,73
69,68,79,62,74,73
68,69,64,55,75,68
67,73,66,48,73,49
72,67,37,43,66,69
67,68,53,69,70,81
67,70,76,62,73,70
68,68,64,63,74,68
69,63,78,31,76,51
67,67,77,45,72,65
48,65,71,66,72,62
64,74,65,50,74,46
65,58,70,48,76,69
62,69,75,52,72,68
68,63,73,39,72,71
62,62,80,65,67,79
44,66,79,65,68,72
62,67,70,65,70,68
66,70,65,68,71,65
66,75,57,40,73,53
67,64,77,33,74,52
54,60,60,71,65,77
35,56,73,71,66,66
62,71,72,40,75,42
63,68,67,65,71,58
50,65,73,66,68,70
68,70,78,41,71,62
67,69,79,63,73,63
52,63,40,68,65,77
40,58,81,70,61,76
32,59,68,71,60,74
36,50,73,70,49,76
41,56,54,68,52,76
50,59,51,68,64,71
66,65,72,37,72,69
64,67,82,45,70,62
38,55,66,73,57,74
71,61,76,32,74,63
70,64,83,32,69,65
63,62,69,57,71,69
58,65,76,41,73,47
57,60,82,35,76,57
64,72,72,46,68,70
59,52,71,69,61,78
73,61,36,29,67,69
66,65,68,66,67,77
41,64,59,72,61,57
42,57,59,67,57,65
42,50,60,70,49,72
67,64,91,61,71,73
61,72,52,66,66,69
67,65,69,49,72,70
61,63,89,32,76,57
35,48,46,69,53,82
70,58,76,22,73,65
73,70,54,36,67,68
70,60,71,23,67,68
57,62,79,42,78,61
60,63,74,57,72,72
64,65,77,34,73,52
34,50,63,70,53,72
70,55,65,32,65,69
64,64,83,31,75,64
56,67,60,68,68,64
33,58,69,68,61,77
48,53,62,69,55,76
69,52,65,23,70,64
56,63,94,25,73,49
68,66,79,36,69,56
67,65,77,44,69,70
68,66,67,66,69,68
66,66,86,44,73,50
67,67,80,28,71,54
52,59,76,64,69,70
67,67,70,39,71,70
73,58,69,38,74,63
55,65,76,66,69,63
62,67,58,68,69,68
62,62,85,45,73,70
66,73,65,60,72,76
48,65,59,68,58,68
49,68,67,62,73,64
36,55,48,69,55,75
46,64,72,66,60,77
68,67,80,33,72,63
70,70,69,39,69,70
74,75,72,34,70,63
71,52,53,32,60,77
48,54,59,69,62,86
70,66,68,27,75,50
34,55,45,72,51,71
56,60,77,63,66,75
41,53,51,71,57,73
57,64,78,62,70,65
62,67,73,70,72,63
67,51,89,28,72,74
34,57,72,70,63,68
68,60,82,33,74,66
53,61,81,64,68,67
68,55,66,41,66,82
43,58,89,62,67,64
68,58,82,31,72,66
68,66,66,39,73,72
65,66,81,46,71,70
68,67,69,68,68,70
31,47,55,69,50,76
70,68,71,40,73,56
63,62,86,41,72,62
61,65,82,40,72,63
66,67,78,34,70,61
56,59,73,65,68,76
70,50,75,20,71,64
56,63,70,66,65,78
62,64,78,64,70,68
67,65,81,55,69,72
53,70,52,71,63,68
69,62,81,45,70,70
56,61,90,26,76,53
66,66,71,49,74,67
34,57,75,67,66,75
34,62,71,69,66,64
53,65,75,67,72,59
68,63,79,32,74,64
45,58,84,63,66,68
71,58,71,30,67,66
23,42,32,70,38,83
36,58,53,71,58,72
63,68,74,36,71,61
57,60,83,68,68,78
68,67,63,42,69,61
70,67,67,36,72,67
66,71,71,33,75,47
70,69,70,47,72,67
64,67,64,66,67,69
53,65,72,66,70,75
70,69,71,35,72,65
72,61,54,32,67,70
55,61,67,68,66,76
58,63,58,67,66,71
63,68,68,38,73,50
72,54,71,33,67,73
61,68,74,57,71,64
56,60,73,65,61,73
44,60,65,67,63,79
49,62,65,68,64,76
64,68,79,64,71,65
31,49,52,70,51,73
68,69,81,52,71,65
60,64,61,69,66,70
55,71,42,62,60,82
72,61,79,30,74,63
40,53,62,71,55,73
29,64,77,61,69,78
40,44,56,71,51,74
67,69,72,30,70,67
47,68,73,66,68,72
39,64,81,66,67,64
64,63,75,38,74,66
59,66,48,66,62,77
31,54,64,71,61,73
57,69,71,65,72,53
33,60,75,65,68,66
70,61,72,38,68,73
63,66,71,47,71,65
64,72,59,63,69,74
67,60,70,44,74,69
51,57,66,70,55,83
68,67,89,36,71,71
64,56,74,47,74,68
29,47,64,71,49,72
72,62,59,32,62,78
67,68,66,55,72,67
70,52,68,28,64,72
70,69,71,46,70,60
57,67,54,68,63,71
67,68,66,68,69,70
68,55,82,28,74,70
51,66,52,66,63,77
31,52,46,71,52,74
24,41,57,70,43,72
53,66,78,69,71,68
42,53,50,70,62,77
68,65,72,32,71,70
63,62,91,30,71,67
70,68,68,40,73,68
40,49,52,71,47,78
57,66,68,65,66,71
65,66,85,29,77,55
33,44,60,68,45,83
37,59,82,62,68,70
46,52,61,69,56,78
69,64,75,36,73,65
43,60,66,70,64,71
69,59,90,35,73,63
68,63,82,17,73,60
71,60,82,27,69,71
27,51,34,72,40,70
51,49,46,70,47,80
33,54,70,69,64,77
61,63,78,31,76,44
50,60,52,70,63,83
32,62,79,64,70,61
58,65,70,70,73,68
67,66,80,33,69,61
51,59,67,68,62,74
67,64,70,51,72,67
68,73,37,65,67,71
56,66,67,67,70,64
65,66,71,24,71,70
66,71,69,51,73,62
50,65,65,69,62,78
49,66,61,69,65,73
69,65,81,44,72,63
61,62,70,29,75,71
65,68,71,66,71,75
31,50,51,72,46,75
69,70,70,65,73,76
35,61,77,69,68,70
53,59,81,66,68,64
62,66,81,69,68,80
42,62,69,69,69,69
33,53,67,71,56,72
70,63,81,49,74,74
65,60,83,37,75,56
68,64,69,43,72,68
67,67,79,34,72,69
70,69,68,34,73,61
30,64,67,68,66,68
27,58,75,70,59,69
64,70,77,34,73,62
35,36,54,73,52,71
27,47,45,72,55,70
51,66,74,64,60,71
33,47,81,69,52,76
71,53,73,30,68,71
54,69,53,65,68,68
48,59,67,66,70,70
43,61,69,72,60,66
65,66,81,62,72,69
63,70,67,66,71,69
67,66,83,30,76,56
62,64,83,41,71,69
72,56,82,30,68,56
73,54,64,50,65,80
57,63,82,32,73,58
70,57,71,23,71,63
64,70,67,68,70,64
30,49,63,69,56,76
69,55,68,29,66,68
70,63,74,44,70,62
41,54,34,70,48,80
68,54,67,38,65,84
60,67,80,32,72,59
66,67,73,40,71,60
57,66,73,66,69,61
49,62,84,63,65,77
66,63,71,45,73,69
34,52,78,70,59,72
43,61,69,69,68,75
58,71,53,70,71,71
61,63,80,24,72,63
44,64,82,63,67,70
61,69,84,63,73,73
61,69,83,37,73,61
69,78,69,43,70,69
48,62,66,68,59,71
67,64,77,36,72,61
68,60,70,22,71,69
48,66,30,71,60,72
67,69,61,65,70,68
40,50,69,71,54,71
61,69,72,64,64,71
63,69,66,65,64,71
58,70,77,62,72,67
73,50,77,21,70,64
58,60,55,67,64,75
60,62,73,68,70,70
64,61,69,45,73,73
42,64,72,68,65,72
67,66,68,55,71,70
70,52,70,26,68,74
66,68,68,61,69,75
50,57,79,65,70,66
66,62,81,25,76,59
70,67,75,35,76,64
67,72,39,68,68,68
68,67,70,32,71,71
65,62,86,50,69,71
36,52,76,70,61,71
55,68,66,67,70,62
68,60,80,23,73,69
37,46,70,70,53,76
45,54,34,70,44,63
65,69,80,42,71,66
66,70,55,64,67,67
68,63,74,38,71,68
63,65,88,35,77,50
33,48,49,67,50,78
68,54,66,32,64,80
43,66,41,66,65,68
68,74,60,64,66,72
59,67,61,60,75,58
37,59,77,66,70,71
71,62,64,41,73,71
66,66,76,62,70,67
59,67,69,59,71,62
34,43,49,70,43,76
50,65,75,63,70,72
69,65,72,48,75,68
39,60,68,69,64,66
48,65,73,66,68,60
32,47,62,70,46,77
38,58,81,67,69,57
47,68,65,67,56,71
60,70,71,60,71,51
62,69,75,43,73,54
29,54,63,70,52,69
74,47,64,24,68,52
57,72,70,58,72,65
